"","Team","Game","Date","Home","Opponent","WINorLOSS","TeamPoints","OpponentPoints","FieldGoals","FieldGoalsAttempted","FieldGoals.","X3PointShots","X3PointShotsAttempted","X3PointShots.","FreeThrows","FreeThrowsAttempted","FreeThrows.","OffRebounds","TotalRebounds","Assists","Steals","Blocks","Turnovers","TotalFouls","Opp.FieldGoals","Opp.FieldGoalsAttempted","Opp.FieldGoals.","Opp.3PointShots","Opp.3PointShotsAttempted","Opp.3PointShots.","Opp.FreeThrows","Opp.FreeThrowsAttempted","Opp.FreeThrows.","Opp.OffRebounds","Opp.TotalRebounds","Opp.Assists","Opp.Steals","Opp.Blocks","Opp.Turnovers","Opp.TotalFouls"
"1811","IND","18",2014-12-02,"Away","PHO","L","99","116","41","85",".482","4","13",".308","13","17",".765","8","41","20","8","3","19","24","43","86",".500","12","25",".480","18","26",".692","9","44","18","13","5","12","19"
"1911","IND","19",2014-12-04,"Away","POR","L","82","88","36","91",".396","5","18",".278","5","8",".625","11","51","19","5","5","17","19","33","83",".398","4","21",".190","18","23",".783","5","48","20","9","5","12","16"
"2011","IND","20",2014-12-05,"Away","SAC","L","101","102","36","96",".375","6","26",".231","23","29",".793","9","43","18","10","5","8","33","36","83",".434","2","10",".200","28","40",".700","11","49","16","6","2","14","24"
"2115","IND","21",2014-12-08,"Home","ATL","L","92","108","37","84",".440","9","27",".333","9","17",".529","8","42","23","6","2","17","22","40","77",".519","9","21",".429","19","27",".704","6","47","27","11","7","16","20"
"2213","IND","22",2014-12-10,"Home","LAC","L","96","103","35","89",".393","9","27",".333","17","22",".773","12","43","27","6","1","11","18","42","88",".477","7","24",".292","12","14",".857","10","50","25","7","7","12","17"
"2311","IND","23",2014-12-12,"Away","TOR","L","94","106","33","80",".413","8","22",".364","20","23",".870","6","39","24","4","7","12","22","38","91",".418","10","26",".385","20","22",".909","16","52","21","2","3","10","23"
"2411","IND","24",2014-12-13,"Home","POR","L","85","95","34","88",".386","4","15",".267","13","16",".813","12","49","16","8","2","13","18","40","90",".444","5","17",".294","10","12",".833","11","46","21","9","5","12","21"
"2511","IND","25",2014-12-15,"Home","LAL","W","110","91","40","83",".482","7","17",".412","23","27",".852","11","53","21","7","2","13","20","29","88",".330","10","26",".385","23","29",".793","11","38","14","10","5","9","20"
"2611","IND","26",2014-12-17,"Away","LAC","L","100","102","40","90",".444","4","19",".211","16","23",".696","14","43","27","6","4","12","30","34","78",".436","6","18",".333","28","45",".622","14","51","20","7","4","12","15"
"2711","IND","27",2014-12-20,"Away","DEN","L","73","76","27","88",".307","7","23",".304","12","17",".706","11","50","17","5","2","14","24","30","82",".366","2","16",".125","14","19",".737","9","49","14","7","7","16","20"
"2811","IND","28",2014-12-21,"Away","MIN","W","100","96","42","84",".500","6","19",".316","10","14",".714","8","36","25","9","6","13","17","36","77",".468","5","11",".455","19","24",".792","9","43","23","8","1","16","19"
"2911","IND","29",2014-12-23,"Home","NOP","W","96","84","39","78",".500","5","15",".333","13","18",".722","3","38","24","9","12","9","19","33","83",".398","4","20",".200","14","19",".737","9","46","15","4","2","15","18"
"3011","IND","30",2014-12-26,"Away","DET","L","109","119","42","83",".506","9","20",".450","16","22",".727","11","44","25","3","4","18","22","47","86",".547","10","26",".385","15","29",".517","12","42","25","11","6","9","22"
"3115","IND","31",2014-12-27,"Away","BRK","W","110","85","44","86",".512","9","18",".500","13","18",".722","7","45","33","11","5","10","25","28","77",".364","7","25",".280","22","27",".815","5","35","15","2","4","15","20"
"3213","IND","32",2014-12-29,"Home","CHI","L","90","92","36","83",".434","5","13",".385","13","21",".619","7","44","18","5","8","13","25","29","84",".345","5","13",".385","29","33",".879","14","46","17","8","7","10","16"
"3311","IND","33",2014-12-31,"Home","MIA","W","106","95","35","79",".443","10","18",".556","26","30",".867","11","39","23","4","4","10","18","38","77",".494","5","16",".313","14","18",".778","8","36","20","5","8","11","24"
"3411","IND","34",2015-01-02,"Away","MIL","W","94","91","35","81",".432","8","20",".400","16","20",".800","10","45","24","7","3","15","12","38","89",".427","7","24",".292","8","10",".800","10","43","28","10","7","12","18"
"3511","IND","35",2015-01-04,"Away","LAL","L","87","88","33","90",".367","8","28",".286","13","18",".722","16","50","21","5","2","14","21","27","71",".380","6","18",".333","28","30",".933","5","37","14","8","3","11","20"
"3611","IND","36",2015-01-05,"Away","UTA","W","105","101","35","74",".473","7","13",".538","28","30",".933","8","35","20","8","3","10","24","35","81",".432","4","23",".174","27","34",".794","14","41","16","6","6","10","24"
"3711","IND","37",2015-01-07,"Away","GSW","L","102","117","37","81",".457","6","26",".231","22","23",".957","5","41","24","4","2","17","19","45","91",".495","12","28",".429","15","20",".750","10","39","30","11","3","11","23"
"3811","IND","38",2015-01-09,"Home","BOS","W","107","103","34","92",".370","9","23",".391","30","34",".882","16","56","21","5","9","16","18","41","103",".398","10","34",".294","11","16",".688","13","50","25","10","7","10","27"
"3911","IND","39",2015-01-10,"Away","PHI","L","92","93","29","87",".333","4","18",".222","30","42",".714","19","54","16","9","5","13","27","32","80",".400","11","24",".458","18","25",".720","12","44","21","4","12","16","31"
"4011","IND","40",2015-01-13,"Home","MIN","L","101","110","39","80",".488","5","18",".278","18","30",".600","10","41","22","9","5","17","19","41","87",".471","10","20",".500","18","19",".947","7","34","22","11","3","15","23"
"4115","IND","41",2015-01-16,"Home","DET","L","96","98","40","89",".449","6","18",".333","10","12",".833","12","44","22","8","4","12","20","32","85",".376","13","31",".419","21","24",".875","15","49","17","6","5","15","17"
"4213","IND","42",2015-01-17,"Away","CHO","L","71","80","30","84",".357","2","21",".095","9","13",".692","7","56","18","5","10","19","23","31","101",".307","2","15",".133","16","25",".640","14","58","16","7","5","7","16"
"4311","IND","43",2015-01-19,"Away","HOU","L","98","110","39","85",".459","6","27",".222","14","18",".778","11","43","21","12","0","19","21","37","72",".514","12","31",".387","24","33",".727","7","39","26","13","2","19","19"
"4411","IND","44",2015-01-21,"Away","ATL","L","91","110","31","78",".397","5","25",".200","24","26",".923","10","42","22","7","2","18","21","39","78",".500","13","29",".448","19","26",".731","9","43","30","12","3","16","23"
"4511","IND","45",2015-01-23,"Away","MIA","L","87","89","32","78",".410","3","15",".200","20","23",".870","8","37","14","9","3","18","22","36","75",".480","4","17",".235","13","15",".867","4","36","20","8","0","16","25"
"4611","IND","46",2015-01-25,"Away","ORL","W","106","99","43","83",".518","8","20",".400","12","18",".667","9","47","27","8","5","14","23","38","78",".487","6","17",".353","17","23",".739","3","33","22","7","5","12","21"
"4711","IND","47",2015-01-27,"Home","TOR","L","91","104","34","82",".415","7","18",".389","16","23",".696","11","43","22","4","3","14","22","34","73",".466","9","26",".346","27","34",".794","8","42","21","9","6","10","27"
"4811","IND","48",2015-01-29,"Home","NYK","W","103","82","42","79",".532","6","18",".333","13","18",".722","8","49","25","4","4","11","16","34","81",".420","5","16",".313","9","13",".692","6","33","22","3","6","10","18"
"4911","IND","49",2015-01-31,"Home","SAC","L","94","99","33","80",".413","5","25",".200","23","25",".920","9","40","22","8","5","14","22","34","80",".425","5","15",".333","26","29",".897","9","46","16","8","1","12","27"
"5011","IND","50",2015-02-04,"Home","DET","W","114","109","46","77",".597","12","21",".571","10","18",".556","8","37","28","5","4","11","15","43","87",".494","12","24",".500","11","15",".733","12","35","23","7","2","10","18"
"5115","IND","51",2015-02-06,"Home","CLE","W","103","99","37","79",".468","8","21",".381","21","26",".808","9","41","26","9","2","8","14","40","89",".449","11","35",".314","8","12",".667","15","43","18","6","3","15","20"
"5213","IND","52",2015-02-08,"Away","CHO","W","103","102","37","84",".440","7","19",".368","22","25",".880","8","40","19","4","2","12","25","36","77",".468","8","14",".571","22","28",".786","4","35","24","5","4","10","23"
"5311","IND","53",2015-02-09,"Home","SAS","L","93","95","36","88",".409","8","21",".381","13","13","1.000","11","50","24","4","6","12","15","37","89",".416","6","25",".240","15","17",".882","8","42","18","8","7","7","13"
"5411","IND","54",2015-02-11,"Away","NOP","W","106","93","40","75",".533","9","20",".450","17","18",".944","7","37","28","7","2","13","24","34","74",".459","7","15",".467","18","25",".720","7","32","22","5","3","13","17"
"5511","IND","55",2015-02-20,"Away","PHI","W","106","95","40","83",".482","8","22",".364","18","22",".818","9","44","24","13","1","15","23","34","84",".405","8","25",".320","19","29",".655","15","47","18","11","11","17","20"
"5611","IND","56",2015-02-22,"Home","GSW","W","104","98","39","81",".481","8","19",".421","18","23",".783","7","46","20","3","4","15","23","34","89",".382","9","26",".346","21","22",".955","13","45","19","9","5","9","25"
"5711","IND","57",2015-02-24,"Away","OKC","L","92","105","38","88",".432","9","26",".346","7","11",".636","9","48","26","5","3","13","17","40","96",".417","9","24",".375","16","18",".889","15","57","23","10","8","10","16"
"5811","IND","58",2015-02-27,"Home","CLE","W","93","86","34","80",".425","6","17",".353","19","29",".655","8","48","23","8","7","8","17","33","92",".359","9","29",".310","11","14",".786","14","49","20","3","7","15","23"
"5911","IND","59",2015-03-01,"Home","PHI","W","94","74","36","88",".409","3","18",".167","19","25",".760","13","53","17","11","9","12","15","29","84",".345","5","24",".208","11","17",".647","10","47","10","8","6","16","25"
"6011","IND","60",2015-03-04,"Home","NYK","W","105","82","38","80",".475","10","22",".455","19","24",".792","8","40","21","8","8","11","21","30","76",".395","6","16",".375","16","23",".696","11","45","16","6","4","19","20"
"6115","IND","61",2015-03-06,"Home","CHI","W","98","84","34","80",".425","6","20",".300","24","33",".727","15","51","23","7","4","11","22","31","86",".360","5","23",".217","17","19",".895","14","44","20","5","3","11","25"
"6213","IND","62",2015-03-07,"Away","NYK","W","92","86","30","79",".380","7","18",".389","25","30",".833","12","45","16","5","3","11","25","30","78",".385","3","15",".200","23","30",".767","13","41","13","4","4","12","27"
"6311","IND","63",2015-03-10,"Home","ORL","W","118","86","45","85",".529","17","34",".500","11","12",".917","11","49","37","6","5","13","15","34","92",".370","4","17",".235","14","20",".700","19","45","15","9","7","10","17"
"6411","IND","64",2015-03-12,"Home","MIL","W","109","103","39","79",".494","9","22",".409","22","28",".786","6","48","24","7","7","20","33","35","91",".385","4","14",".286","29","36",".806","12","48","17","11","3","15","27"
"6511","IND","65",2015-03-14,"Home","BOS","L","89","93","34","85",".400","9","24",".375","12","15",".800","9","42","16","4","3","14","23","35","83",".422","8","28",".286","15","21",".714","9","47","28","7","4","11","18"
"6611","IND","66",2015-03-16,"Home","TOR","L","98","117","38","88",".432","2","19",".105","20","25",".800","4","36","21","7","4","4","22","39","82",".476","12","23",".522","27","33",".818","7","51","19","3","4","11","24"
"6711","IND","67",2015-03-18,"Away","CHI","L","86","103","32","81",".395","6","19",".316","16","21",".762","5","38","16","3","8","9","23","34","82",".415","10","24",".417","25","28",".893","9","52","22","6","4","12","23"
"6811","IND","68",2015-03-20,"Away","CLE","L","92","95","36","84",".429","8","20",".400","12","13",".923","9","42","23","5","6","8","20","35","82",".427","9","26",".346","16","21",".762","11","45","18","4","6","9","16"
"6911","IND","69",2015-03-21,"Home","BRK","L","111","123","45","90",".500","8","23",".348","13","18",".722","11","39","22","3","2","9","23","46","75",".613","6","12",".500","25","31",".806","3","35","21","4","4","8","18"
"7011","IND","70",2015-03-23,"Home","HOU","L","100","110","40","90",".444","8","24",".333","12","19",".632","16","40","21","7","5","18","23","31","65",".477","13","24",".542","35","37",".946","4","35","16","11","5","19","25"
"7115","IND","71",2015-03-25,"Away","WAS","W","103","101","38","85",".447","9","26",".346","18","28",".643","9","43","21","7","2","10","23","33","75",".440","5","14",".357","30","38",".789","6","46","13","6","4","10","23"
"7213","IND","72",2015-03-26,"Away","MIL","L","107","111","30","71",".423","14","30",".467","33","43",".767","12","41","18","7","4","19","28","39","73",".534","9","19",".474","24","34",".706","6","30","26","10","3","16","34"
"7311","IND","73",2015-03-29,"Home","DAL","W","104","99","38","76",".500","10","17",".588","18","26",".692","4","43","23","6","6","15","25","40","90",".444","6","15",".400","13","19",".684","9","41","20","5","3","12","25"
"7411","IND","74",2015-03-31,"Away","BRK","L","106","111","37","82",".451","12","23",".522","20","24",".833","6","37","23","3","6","10","22","40","80",".500","9","18",".500","22","28",".786","6","41","25","5","3","7","23"
"7511","IND","75",2015-04-01,"Away","BOS","L","87","100","34","81",".420","6","15",".400","13","23",".565","8","39","17","5","3","12","20","39","86",".453","6","27",".222","16","18",".889","7","46","29","9","2","10","23"
"7611","IND","76",2015-04-03,"Home","CHO","W","93","74","36","83",".434","8","16",".500","13","18",".722","15","55","20","13","4","20","20","28","80",".350","4","18",".222","14","20",".700","10","42","15","10","5","18","13"
"7711","IND","77",2015-04-05,"Home","MIA","W","112","89","37","85",".435","14","30",".467","24","36",".667","20","55","23","6","7","11","22","37","82",".451","2","20",".100","13","19",".684","7","37","15","7","7","14","25"
"7811","IND","78",2015-04-08,"Away","NYK","W","102","86","38","77",".494","4","22",".182","22","27",".815","11","54","23","7","4","17","24","29","84",".345","7","17",".412","21","26",".808","9","34","13","8","2","11","25"
"7911","IND","79",2015-04-10,"Away","DET","W","107","103","38","79",".481","11","19",".579","20","22",".909","9","42","29","6","1","10","21","40","89",".449","11","23",".478","12","23",".522","15","45","25","5","5","11","20"
"8011","IND","80",2015-04-12,"Home","OKC","W","116","104","42","79",".532","10","20",".500","22","35",".629","9","52","25","4","3","12","26","41","95",".432","11","28",".393","11","28",".393","15","43","18","5","4","8","28"
"8112","IND","81",2015-04-14,"Home","WAS","W","99","95","40","105",".381","9","30",".300","10","17",".588","14","56","22","5","9","13","17","37","104",".356","7","24",".292","14","17",".824","13","59","22","8","2","11","22"
"8211","IND","82",2015-04-15,"Away","MEM","L","83","95","32","78",".410","8","24",".333","11","15",".733","13","36","15","7","8","12","26","36","76",".474","2","9",".222","21","26",".808","16","48","12","10","3","12","17"
"160","LAC","1",2014-10-30,"Home","OKC","W","93","90","34","87",".391","7","30",".233","18","25",".720","14","33","17","10","4","11","27","28","65",".431","6","21",".286","28","34",".824","8","47","23","5","2","22","27"
"260","LAC","2",2014-10-31,"Away","LAL","W","118","111","34","71",".479","12","33",".364","38","44",".864","6","36","25","6","2","14","26","42","82",".512","7","20",".350","20","28",".714","9","40","24","5","2","14","35"
"360","LAC","3",2014-11-02,"Home","SAC","L","92","98","33","88",".375","9","31",".290","17","21",".810","11","35","23","10","7","8","25","34","68",".500","3","10",".300","27","33",".818","9","46","21","4","11","19","22"
"460","LAC","4",2014-11-03,"Home","UTA","W","107","101","41","81",".506","10","23",".435","15","17",".882","5","35","28","6","6","10","17","36","77",".468","10","27",".370","19","24",".792","9","43","24","4","2","17","20"
"560","LAC","5",2014-11-05,"Away","GSW","L","104","121","38","82",".463","7","19",".368","21","27",".778","5","30","26","12","2","14","14","43","74",".581","15","25",".600","20","20","1.000","4","39","29","7","3","23","22"
"660","LAC","6",2014-11-08,"Home","POR","W","106","102","40","81",".494","5","12",".417","21","30",".700","8","37","17","8","4","7","19","36","80",".450","10","25",".400","20","25",".800","9","43","25","2","3","16","26"
"760","LAC","7",2014-11-10,"Home","SAS","L","85","89","33","74",".446","5","22",".227","14","17",".824","8","44","26","6","8","15","20","33","83",".398","2","19",".105","21","27",".778","10","39","20","11","4","8","17"
"831","LAC","8",2014-11-15,"Home","PHO","W","120","107","36","68",".529","14","29",".483","34","43",".791","4","47","24","5","12","20","26","38","99",".384","11","30",".367","20","23",".870","16","43","26","9","3","10","30"
"912","LAC","9",2014-11-17,"Home","CHI","L","89","105","36","81",".444","7","23",".304","10","22",".455","9","40","20","2","5","12","21","39","80",".488","10","26",".385","17","25",".680","9","45","28","7","2","8","24"
"1012","LAC","10",2014-11-19,"Away","ORL","W","114","90","45","84",".536","12","21",".571","12","16",".750","2","39","24","8","9","7","19","34","86",".395","8","24",".333","14","18",".778","11","48","21","5","1","13","17"
"1116","LAC","11",2014-11-20,"Away","MIA","W","110","93","43","77",".558","13","31",".419","11","17",".647","4","35","31","6","0","13","21","30","67",".448","6","26",".231","27","31",".871","6","30","11","10","3","12","15"
"1214","LAC","12",2014-11-23,"Away","MEM","L","91","107","32","77",".416","7","25",".280","20","28",".714","5","32","14","10","1","10","27","42","85",".494","7","21",".333","16","23",".696","12","52","20","3","3","17","21"
"1312","LAC","13",2014-11-24,"Away","CHO","W","113","92","45","88",".511","15","32",".469","8","10",".800","8","43","28","2","2","8","24","31","75",".413","2","20",".100","28","35",".800","5","33","21","6","4","5","17"
"1412","LAC","14",2014-11-26,"Away","DET","W","104","98","37","78",".474","12","28",".429","18","19",".947","9","39","21","9","3","15","19","35","78",".449","10","27",".370","18","24",".750","12","38","18","8","4","15","17"
"1512","LAC","15",2014-11-28,"Away","HOU","W","102","85","38","81",".469","9","25",".360","17","22",".773","8","45","23","8","4","10","18","32","82",".390","10","37",".270","11","15",".733","8","40","17","7","6","14","27"
"1612","LAC","16",2014-11-29,"Away","UTA","W","112","96","45","80",".563","11","28",".393","11","15",".733","9","37","21","6","5","11","25","34","75",".453","7","21",".333","21","33",".636","12","37","19","6","2","13","15"
"1712","LAC","17",2014-12-01,"Home","MIN","W","127","101","41","80",".513","15","34",".441","30","36",".833","9","50","33","5","7","14","26","35","82",".427","2","12",".167","29","40",".725","6","32","26","9","3","10","27"
"1812","LAC","18",2014-12-03,"Home","ORL","W","114","86","42","78",".538","12","31",".387","18","25",".720","6","44","32","11","6","17","17","33","79",".418","7","20",".350","13","25",".520","6","34","21","11","2","16","24"
"1912","LAC","19",2014-12-06,"Home","NOP","W","120","100","43","78",".551","17","32",".531","17","24",".708","6","38","34","7","6","7","20","38","80",".475","8","23",".348","16","25",".640","12","45","26","4","2","11","18"
"2012","LAC","20",2014-12-08,"Home","PHO","W","121","120","44","96",".458","9","31",".290","24","30",".800","10","45","27","7","5","11","22","44","91",".484","16","37",".432","16","20",".800","7","43","32","9","3","16","28"
"2116","LAC","21",2014-12-10,"Away","IND","W","103","96","42","88",".477","7","24",".292","12","14",".857","10","50","25","7","7","12","17","35","89",".393","9","27",".333","17","22",".773","12","43","27","6","1","11","18"
"2214","LAC","22",2014-12-12,"Away","WAS","L","96","104","32","75",".427","6","20",".300","26","31",".839","12","37","14","7","2","18","20","39","80",".488","9","16",".563","17","21",".810","9","37","28","10","6","14","25"
"2312","LAC","23",2014-12-13,"Away","MIL","L","106","111","39","91",".429","14","29",".483","14","19",".737","10","35","24","8","3","12","24","43","76",".566","7","11",".636","18","24",".750","6","39","25","3","4","15","19"
"2412","LAC","24",2014-12-15,"Home","DET","W","113","91","43","80",".538","12","24",".500","15","20",".750","12","41","35","9","3","14","21","35","83",".422","8","27",".296","13","22",".591","17","41","23","10","3","17","19"
"2512","LAC","25",2014-12-17,"Home","IND","W","102","100","34","78",".436","6","18",".333","28","45",".622","14","51","20","7","4","12","15","40","90",".444","4","19",".211","16","23",".696","14","43","27","6","4","12","30"
"2612","LAC","26",2014-12-19,"Away","DEN","L","106","109","39","85",".459","3","18",".167","25","33",".758","13","39","21","14","4","11","22","38","80",".475","11","29",".379","22","30",".733","9","40","30","6","1","21","24"
"2712","LAC","27",2014-12-20,"Home","MIL","W","106","102","37","81",".457","12","26",".462","20","27",".741","11","41","29","10","4","12","18","43","81",".531","8","24",".333","8","15",".533","10","46","29","6","1","18","26"
"2812","LAC","28",2014-12-22,"Away","SAS","L","118","125","43","86",".500","10","24",".417","22","29",".759","11","36","23","10","5","10","22","49","77",".636","13","23",".565","14","22",".636","2","33","37","6","2","11","19"
"2912","LAC","29",2014-12-23,"Away","ATL","L","104","107","37","92",".402","11","29",".379","19","28",".679","16","51","26","10","5","10","23","34","76",".447","12","23",".522","27","35",".771","9","43","28","6","3","14","21"
"3012","LAC","30",2014-12-25,"Home","GSW","W","100","86","34","87",".391","9","32",".281","23","31",".742","11","50","18","10","4","13","20","34","80",".425","6","28",".214","12","22",".545","8","44","24","11","4","16","21"
"3116","LAC","31",2014-12-27,"Home","TOR","L","98","110","37","81",".457","12","25",".480","12","15",".800","9","43","26","4","7","14","19","41","86",".477","13","34",".382","15","19",".789","12","43","25","7","1","9","17"
"3214","LAC","32",2014-12-29,"Home","UTA","W","101","97","37","81",".457","10","23",".435","17","22",".773","7","41","24","7","12","14","16","38","92",".413","8","19",".421","13","22",".591","18","52","26","7","3","13","22"
"3312","LAC","33",2014-12-31,"Home","NYK","W","99","78","36","82",".439","15","34",".441","12","20",".600","5","50","28","6","3","10","13","32","84",".381","4","17",".235","10","15",".667","7","40","24","6","2","7","19"
"3412","LAC","34",2015-01-03,"Home","PHI","W","127","91","46","85",".541","15","37",".405","20","26",".769","9","43","33","13","3","8","19","32","79",".405","9","25",".360","18","26",".692","15","45","17","7","1","21","19"
"3512","LAC","35",2015-01-05,"Home","ATL","L","98","107","33","74",".446","7","25",".280","25","33",".758","8","45","23","5","5","21","25","36","81",".444","13","27",".481","22","33",".667","7","41","25","13","2","12","23"
"3612","LAC","36",2015-01-07,"Home","LAL","W","114","89","40","85",".471","12","33",".364","22","30",".733","8","42","29","9","5","6","16","37","85",".435","5","20",".250","10","17",".588","9","46","21","3","1","12","20"
"3712","LAC","37",2015-01-10,"Home","DAL","W","120","100","46","88",".523","13","31",".419","15","21",".714","9","47","31","8","5","10","17","38","86",".442","12","30",".400","12","17",".706","8","40","29","4","2","11","18"
"3812","LAC","38",2015-01-11,"Home","MIA","L","90","104","34","75",".453","9","26",".346","13","18",".722","6","27","17","4","2","13","24","39","81",".481","6","21",".286","20","24",".833","15","46","28","8","5","12","20"
"3912","LAC","39",2015-01-14,"Away","POR","W","100","94","37","88",".420","8","23",".348","18","19",".947","7","44","20","9","2","7","22","35","87",".402","6","26",".231","18","20",".900","11","48","22","5","1","12","18"
"4012","LAC","40",2015-01-16,"Home","CLE","L","121","126","43","91",".473","10","29",".345","25","36",".694","17","43","26","9","1","13","21","46","83",".554","10","23",".435","24","31",".774","12","44","23","9","3","19","30"
"4116","LAC","41",2015-01-17,"Away","SAC","W","117","108","44","92",".478","9","28",".321","20","31",".645","11","34","24","7","6","5","22","41","89",".461","5","18",".278","21","26",".808","22","54","18","3","2","17","25"
"4214","LAC","42",2015-01-19,"Home","BOS","W","102","93","39","82",".476","9","21",".429","15","19",".789","10","44","27","6","10","11","14","33","84",".393","12","29",".414","15","21",".714","12","43","24","6","2","13","14"
"4312","LAC","43",2015-01-22,"Home","BRK","W","123","84","49","83",".590","11","25",".440","14","21",".667","9","48","41","8","9","14","17","33","88",".375","4","21",".190","14","25",".560","15","40","17","11","3","12","14"
"4412","LAC","44",2015-01-25,"Away","PHO","W","120","100","43","87",".494","10","23",".435","24","36",".667","14","50","28","7","5","11","20","34","80",".425","10","29",".345","22","27",".815","5","31","23","5","8","11","25"
"4512","LAC","45",2015-01-26,"Home","DEN","W","102","98","38","80",".475","7","19",".368","19","22",".864","10","45","25","10","8","13","17","40","83",".482","8","21",".381","10","15",".667","8","38","26","7","4","10","15"
"4612","LAC","46",2015-01-28,"Away","UTA","W","94","89","34","76",".447","9","26",".346","17","25",".680","10","37","13","7","6","8","20","35","81",".432","5","24",".208","14","20",".700","16","47","17","2","6","9","18"
"4712","LAC","47",2015-01-30,"Away","NOP","L","103","108","42","92",".457","7","28",".250","12","17",".706","9","38","20","5","4","5","21","36","86",".419","13","25",".520","23","26",".885","14","51","26","5","3","8","15"
"4812","LAC","48",2015-01-31,"Away","SAS","W","105","85","40","91",".440","8","22",".364","17","18",".944","16","56","20","12","7","15","23","28","75",".373","10","30",".333","19","28",".679","4","36","18","11","3","17","17"
"4912","LAC","49",2015-02-02,"Away","BRK","L","100","102","42","89",".472","8","23",".348","8","25",".320","15","52","23","6","1","12","22","41","83",".494","12","27",".444","8","18",".444","10","45","21","4","0","16","27"
"5012","LAC","50",2015-02-05,"Away","CLE","L","94","105","38","91",".418","5","22",".227","13","20",".650","14","43","24","9","1","12","29","31","72",".431","8","30",".267","35","44",".795","14","52","23","10","4","18","21"
"5116","LAC","51",2015-02-06,"Away","TOR","L","107","123","38","78",".487","6","23",".261","25","31",".806","7","30","21","8","4","8","21","40","75",".533","13","30",".433","30","37",".811","10","42","25","7","1","11","19"
"5214","LAC","52",2015-02-08,"Away","OKC","L","108","131","42","90",".467","12","32",".375","12","17",".706","8","29","28","9","2","13","26","46","88",".523","8","20",".400","31","38",".816","16","54","26","8","6","11","21"
"5312","LAC","53",2015-02-09,"Away","DAL","W","115","98","41","92",".446","9","27",".333","24","29",".828","17","53","21","8","3","6","25","33","81",".407","10","34",".294","22","30",".733","14","47","19","2","3","12","26"
"5412","LAC","54",2015-02-11,"Home","HOU","W","110","95","39","81",".481","4","22",".182","28","45",".622","12","49","25","13","3","15","24","34","87",".391","9","45",".200","18","22",".818","14","41","26","6","6","17","33"
"5512","LAC","55",2015-02-19,"Home","SAS","W","119","115","42","77",".545","8","19",".421","27","52",".519","10","43","26","10","4","12","22","43","84",".512","10","28",".357","19","23",".826","5","38","34","6","2","16","32"
"5612","LAC","56",2015-02-21,"Home","SAC","W","126","99","46","95",".484","14","35",".400","20","28",".714","11","54","31","9","11","11","29","30","88",".341","4","16",".250","35","46",".761","14","55","18","4","7","17","17"
"5712","LAC","57",2015-02-23,"Home","MEM","L","87","90","35","79",".443","9","27",".333","8","12",".667","5","40","21","6","10","13","16","33","81",".407","5","15",".333","19","26",".731","8","42","22","10","4","10","13"
"5812","LAC","58",2015-02-25,"Away","HOU","L","105","110","40","91",".440","11","32",".344","14","19",".737","12","49","18","1","4","15","22","36","88",".409","17","44",".386","21","30",".700","12","46","27","7","9","9","20"
"5912","LAC","59",2015-02-27,"Away","MEM","W","97","79","36","78",".462","9","26",".346","16","28",".571","9","47","20","9","10","11","19","33","87",".379","3","12",".250","10","15",".667","11","41","19","6","4","14","27"
"6012","LAC","60",2015-03-01,"Away","CHI","W","96","86","38","87",".437","7","27",".259","13","24",".542","13","55","15","6","12","8","23","27","87",".310","10","26",".385","22","30",".733","17","51","18","2","1","11","17"
"6116","LAC","61",2015-03-02,"Away","MIN","W","110","105","44","92",".478","12","33",".364","10","19",".526","9","43","24","7","3","11","26","36","82",".439","4","15",".267","29","35",".829","8","47","25","6","4","11","22"
"6214","LAC","62",2015-03-04,"Home","POR","L","93","98","37","96",".385","11","31",".355","8","18",".444","9","51","25","6","4","9","26","34","87",".391","8","32",".250","22","29",".759","10","61","19","3","4","15","21"
"6312","LAC","63",2015-03-08,"Away","GSW","L","98","106","40","83",".482","8","25",".320","10","14",".714","9","39","25","8","3","18","22","40","80",".500","10","22",".455","16","23",".696","7","37","23","13","3","13","15"
"6412","LAC","64",2015-03-09,"Home","MIN","W","89","76","35","79",".443","11","31",".355","8","15",".533","9","42","30","11","2","15","23","31","83",".373","2","8",".250","12","21",".571","12","50","25","12","2","15","19"
"6512","LAC","65",2015-03-11,"Away","OKC","W","120","108","35","76",".461","15","30",".500","35","47",".745","11","38","22","11","2","12","27","33","76",".434","12","25",".480","30","36",".833","11","39","19","5","3","20","32"
"6612","LAC","66",2015-03-13,"Away","DAL","L","99","129","41","82",".500","12","32",".375","5","12",".417","11","32","27","9","2","15","17","51","84",".607","16","28",".571","11","16",".688","12","43","31","11","2","15","16"
"6712","LAC","67",2015-03-15,"Home","HOU","L","98","100","36","82",".439","12","26",".462","14","24",".583","8","50","24","8","8","20","30","32","86",".372","7","30",".233","29","36",".806","11","43","17","7","3","12","22"
"6812","LAC","68",2015-03-17,"Home","CHO","W","99","92","35","77",".455","9","24",".375","20","28",".714","7","44","24","7","4","12","26","32","79",".405","5","14",".357","23","29",".793","9","43","20","6","4","13","23"
"6912","LAC","69",2015-03-18,"Away","SAC","W","116","105","45","88",".511","17","37",".459","9","13",".692","8","36","27","5","6","11","23","38","79",".481","3","17",".176","26","32",".813","9","44","18","7","0","10","18"
